Attrition_Flag,Customer_Age,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Tenure_Months,Avg_Trans_per_Month,Credit_Utilization,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
0,54,2,4,2,3,12217.0,0,12217.0,1.075,1110,21,0.75,0.0,42,26.428571428571427,0.09085700253744781,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0,41,3,6,1,2,7768.0,1669,6099.0,0.797,1051,22,0.833,0.215,28,37.535714285714285,0.13529866117404737,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,59,1,4,1,2,14784.0,1374,13410.0,0.921,1197,23,1.3,0.093,46,26.02173913043478,0.08096590909090909,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
0,63,1,3,3,2,10215.0,1010,9205.0,0.843,1904,40,1.0,0.099,56,34.0,0.1863925599608419,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0,44,3,5,2,2,10100.0,0,10100.0,0.525,1052,18,1.571,0.0,34,30.941176470588236,0.10415841584158415,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,47,4,6,0,0,4785.0,1362,3423.0,0.739,1045,38,0.9,0.285,42,24.88095238095238,0.21839080459770116,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,53,3,3,2,3,2753.0,1811,942.0,0.977,1038,25,2.571,0.658,33,31.454545454545453,0.3770432255721032,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0,53,2,2,5,1,2451.0,1690,761.0,1.323,1596,26,1.6,0.69,48,33.25,0.6511627906976745,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,41,4,4,1,2,8923.0,2517,6406.0,1.726,1589,24,1.667,0.282,36,44.138888888888886,0.17807912137173595,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,53,2,5,2,3,2650.0,1490,1160.0,1.75,1411,28,1.0,0.562,38,37.13157894736842,0.5324528301886793,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,58,0,6,2,2,12555.0,1696,10859.0,0.519,1291,24,0.714,0.135,49,26.346938775510203,0.10282755874153723,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,55,1,4,2,1,3520.0,1914,1606.0,0.51,1407,43,0.483,0.544,36,39.083333333333336,0.3997159090909091,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,55,3,6,2,3,3035.0,2298,737.0,1.724,1877,37,1.176,0.757,36,52.138888888888886,0.6184514003294893,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,42,4,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,36,26.833333333333332,0.06259314456035768,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,57,1,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,49,29.877551020408163,0.39869281045751637,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1,66,0,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,56,12.571428571428571,0.08931743212382644,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,45,3,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,41,27.048780487804876,0.034200949855054584,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,51,2,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,44,30.613636363636363,0.2170829975825947,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
0,50,1,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,43,40.83720930232558,0.10147942672214517,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,49,3,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,37,47.45945945945946,0.4495647721454173,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,38,4,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,28,37.214285714285715,0.10600203458799592,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,49,4,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,30,48.13333333333333,0.041835670413721174,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,56,2,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,45,38.68888888888889,0.762593079281647,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,59,1,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,52,33.05769230769231,0.6746467817896389,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,46,3,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,40,30.425,0.06254496865042657,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,52,1,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,40,28.5,0.24025289778714437,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,52,3,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,41,45.80487804878049,0.7162471395881007,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1,54,1,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,40,17.625,0.4901619968017799,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,66,0,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,54,36.03703703703704,0.6136865342163356,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,49,2,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,36,39.27777777777778,0.07154784192683297,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,56,2,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,36,16.72222222222222,0.038176168431733146,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,49,4,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,36,29.22222222222222,0.31898120072771374,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,49,3,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,36,35.97222222222222,0.46216987865810133,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,56,2,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,50,28.48,0.31942575145805296,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
0,44,5,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,35,38.82857142857143,0.21664275466284075,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,42,2,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,34,34.35294117647059,0.3501199040767386,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,55,3,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,47,23.340425531914892,0.3192665890570431,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
1,48,2,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,35,19.742857142857144,0.02001970100822807,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,39,1,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,33,39.878787878787875,0.2220722240971988,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,44,4,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,32,39.875,0.05326209458613349,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,53,2,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,44,29.295454545454547,0.08748472919777385,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,51,4,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,38,34.026315789473685,0.0374608877042531,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0,57,2,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,52,26.01923076923077,0.20549817739975698,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,44,2,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,20,56.6,0.5431861804222649,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,49,2,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,32,52.1875,0.989922940130409,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,50,2,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,38,22.026315789473685,0.03308300395256917,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,51,4,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,42,36.904761904761905,0.04490670993162591,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,55,2,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,42,36.666666666666664,0.6949458483754513,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,54,1,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,43,29.209302325581394,0.4316151202749141,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,42,5,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,37,37.67567567567568,0.06083882512111029,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,44,1,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,35,38.31428571428572,0.055157946692991115,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,53,2,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,36,35.80555555555556,0.24449924127465858,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,44,4,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,36,30.88888888888889,0.15885714285714286,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,37,3,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,29,80.65517241379311,0.3323387325944871,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,49,3,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,30,48.93333333333333,0.5788643533123028,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,47,2,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,38,35.10526315789474,0.04615278162192084,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,47,3,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,37,39.37837837837838,0.17007120345511847,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,44,1,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,36,44.52777777777778,0.046442229690578284,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,55,4,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,45,13.666666666666666,0.2849860982391103,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
0,59,1,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,52,20.53846153846154,0.1053982038882858,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,53,1,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,35,45.42857142857143,0.0460655927685711,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,52,2,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,47,32.57446808510638,0.4962722852512156,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,53,2,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,35,34.628571428571426,0.06365546218487395,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,43,3,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,35,35.34285714285714,0.3072528564331843,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,44,3,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,31,45.58064516129032,0.1107714016933208,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,57,2,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,45,33.68888888888889,0.28788454234713257,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,51,2,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,36,35.44444444444444,0.1284994964753273,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,49,4,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,38,41.1578947368421,0.049964858475496775,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,45,1,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,36,40.69444444444444,0.22277980535279807,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,53,0,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765,42,30.61904761904762,0.4827327327327327,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,45,3,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,28,46.857142857142854,0.5175542406311637,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
0,64,1,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,52,32.17307692307692,0.9789350497366881,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,45,3,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,35,37.51428571428571,0.3801389693109438,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,53,3,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,35,45.97142857142857,0.424650303510161,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,56,3,3,2,0,9689.0,2250,7439.0,0.576,1158,19,0.727,0.232,50,23.16,0.11951697801630715,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,47,2,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,37,22.594594594594593,0.15342264635712974,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0,49,3,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085,43,29.976744186046513,0.05596561306009031,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,41,3,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059,34,43.73529411764706,0.043081469463437244,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
0,53,3,6,2,2,2940.0,1264,1676.0,0.562,1259,33,0.5,0.43,34,37.029411764705884,0.4282312925170068,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,44,2,3,3,3,3031.0,1879,1152.0,0.788,1298,15,1.5,0.62,32,40.5625,0.4282415044539756,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,44,3,3,3,0,1862.0,0,1862.0,0.883,1226,34,0.789,0.0,25,49.04,0.6584317937701396,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,43,4,2,3,3,8358.0,926,7432.0,0.762,1566,37,0.542,0.111,33,47.45454545454545,0.1873653984206748,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0,53,2,6,1,2,34516.0,931,33585.0,0.828,1022,21,1.1,0.027,36,28.38888888888889,0.029609456483949474,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,44,1,5,2,3,14450.0,2440,12010.0,1.283,1235,30,0.667,0.169,36,34.30555555555556,0.08546712802768167,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,62,1,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0,56,34.839285714285715,1.356462490440103,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
0,54,4,6,3,2,33791.0,1960,31831.0,0.618,1047,31,0.824,0.058,36,29.083333333333332,0.0309845816933503,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,57,4,4,3,0,8466.0,1886,6580.0,0.56,1342,32,0.391,0.223,39,34.41025641025641,0.15851641861563903,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,42,3,5,3,3,15088.0,865,14223.0,0.939,1107,21,1.625,0.057,36,30.75,0.07336956521739131,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0,42,4,5,1,2,3263.0,1674,1589.0,0.588,1251,35,0.346,0.513,36,34.75,0.3833895188476862,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,54,0,2,2,2,1494.0,706,788.0,1.674,1305,24,3.0,0.473,36,36.25,0.8734939759036144,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,48,3,6,1,0,13551.0,1294,12257.0,0.791,1388,37,1.056,0.095,35,39.65714285714286,0.10242786510220647,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,49,1,6,2,2,18886.0,895,17991.0,1.826,1235,18,1.571,0.047,36,34.30555555555556,0.06539235412474849,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,52,3,3,2,0,11976.0,1273,10703.0,1.024,2089,36,1.118,0.106,48,43.520833333333336,0.17443219772879093,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,50,3,4,1,4,9964.0,1559,8405.0,1.873,1626,25,0.786,0.156,39,41.69230769230769,0.16318747490967483,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,49,1,4,6,3,24159.0,1196,22963.0,0.712,1111,24,1.0,0.05,36,30.86111111111111,0.045987002773293595,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,53,2,3,2,3,5362.0,1901,3461.0,0.816,1553,38,1.0,0.355,44,35.29545454545455,0.2896307348004476,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,50,2,3,2,2,34516.0,1023,33493.0,1.004,1064,13,0.625,0.03,36,29.555555555555557,0.030826283462741917,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,55,1,4,1,0,3174.0,1951,1223.0,0.766,1243,29,0.611,0.615,36,34.52777777777778,0.3916194076874606,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,53,1,3,2,2,12262.0,1836,10426.0,1.584,1659,38,1.533,0.15,47,35.297872340425535,0.13529603653563857,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,47,3,4,3,3,3788.0,1540,2248.0,0.566,1594,47,0.382,0.407,41,38.8780487804878,0.4208025343189018,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,55,2,2,3,2,34516.0,1527,32989.0,0.526,1268,42,0.355,0.044,42,30.19047619047619,0.03673658593116236,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,47,3,4,2,2,2926.0,0,2926.0,0.676,1304,24,0.846,0.0,36,36.22222222222222,0.4456596035543404,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,58,4,6,1,0,32090.0,0,32090.0,0.567,1368,30,0.364,0.0,52,26.307692307692307,0.04263010283577438,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,53,2,3,3,2,11669.0,2227,9442.0,0.622,720,23,0.353,0.191,41,17.5609756097561,0.06170194532522067,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,52,2,3,1,2,13532.0,1300,12232.0,0.846,1521,29,1.417,0.096,45,33.8,0.11240023647650015,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,50,1,4,2,2,11888.0,2090,9798.0,0.7,1137,30,0.765,0.176,36,31.583333333333332,0.09564266487213997,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0,42,1,5,1,2,2393.0,1985,408.0,0.788,978,16,0.778,0.83,36,27.166666666666668,0.40869201838696195,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,43,4,5,1,2,6111.0,2517,3594.0,0.632,1221,16,2.2,0.412,39,31.307692307692307,0.19980363279332353,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
0,57,4,3,2,3,19270.0,1662,17608.0,1.186,1565,28,1.545,0.086,46,34.02173913043478,0.08121432278152568,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,52,1,3,1,4,3710.0,2517,1193.0,1.541,1578,34,0.7,0.678,43,36.69767441860465,0.4253369272237197,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,47,2,2,1,3,3235.0,797,2438.0,0.541,1493,32,1.0,0.246,37,40.351351351351354,0.4615146831530139,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,44,3,3,1,0,11749.0,788,10961.0,0.688,1178,27,0.929,0.067,38,31.0,0.10026385224274406,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,53,2,5,3,2,7753.0,2100,5653.0,0.839,991,26,0.733,0.271,36,27.52777777777778,0.12782148845608152,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
