Attrition_Flag,Churn_Prob,Customer_Age,Tenure_Months,Credit_Utilization,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
0,0.0,44,36,0.1588571428571428,False,False,False,True,False,False,False
0,1.0,37,29,0.3323387325944871,False,False,False,True,False,False,False
0,1.0,49,30,0.5788643533123028,False,True,False,False,False,False,False
0,0.0,47,38,0.0461527816219208,False,False,True,False,False,False,False
0,0.0,47,37,0.1700712034551184,False,True,False,False,False,False,False
0,0.0,44,36,0.0464422296905782,False,False,False,False,False,False,False
1,1.0,55,45,0.2849860982391103,True,False,False,False,False,False,False
0,0.0,59,52,0.1053982038882858,False,False,False,False,False,False,False
0,0.0,53,35,0.0460655927685711,False,False,True,False,False,False,False
0,1.0,52,47,0.4962722852512156,False,True,False,False,False,False,False
0,0.0,53,35,0.0636554621848739,False,False,False,False,False,False,False
0,1.0,43,35,0.3072528564331843,False,False,False,True,False,False,False
0,0.0,44,31,0.1107714016933208,False,True,False,False,False,False,False
0,1.0,57,45,0.2878845423471325,False,False,False,False,False,False,False
0,4.891122527929752e-129,51,36,0.1284994964753273,False,False,False,True,False,False,False
0,0.0,49,38,0.0499648584754967,False,False,True,False,False,False,False
0,1.0,45,36,0.222779805352798,True,False,False,False,False,False,False
0,0.9999999939043254,53,42,0.4827327327327327,False,False,True,False,False,False,False
0,1.016144449149608e-70,45,28,0.5175542406311637,False,False,False,False,False,False,False
0,1.0,64,52,0.978935049736688,False,False,False,True,False,False,False
0,1.0,45,35,0.3801389693109438,True,False,False,False,False,False,False
0,1.0,53,35,0.424650303510161,True,False,False,False,False,False,False
0,0.0,56,50,0.1195169780163071,False,False,False,False,False,False,False
1,0.0,47,37,0.1534226463571297,False,False,True,False,False,False,False
0,0.0,49,43,0.0559656130600903,False,False,False,False,False,False,False
0,0.0,41,34,0.0430814694634372,False,False,False,False,False,False,True
0,1.0,53,34,0.4282312925170068,False,False,False,False,False,False,False
0,1.0,44,32,0.4282415044539756,False,False,False,True,False,False,False
0,1.0,44,25,0.6584317937701396,False,True,False,False,False,False,False
0,7.465665741184611e-52,43,33,0.1873653984206748,False,False,False,True,False,False,False
0,0.0,53,36,0.0296094564839494,False,False,False,False,False,False,False
0,0.0,44,36,0.0854671280276816,False,True,False,False,False,False,False
0,1.0,62,56,1.356462490440103,False,False,False,True,False,False,False
0,0.0,54,36,0.0309845816933503,False,False,False,False,False,False,False
0,0.0,57,39,0.158516418615639,False,True,False,False,False,False,False
0,0.0,42,36,0.0733695652173913,False,True,False,False,False,False,False
0,1.0,42,36,0.3833895188476862,False,True,False,False,False,False,False
0,1.0,54,36,0.8734939759036144,False,False,False,True,False,False,False
0,0.0,48,35,0.1024278651022064,False,False,True,False,False,False,False
0,0.0,49,36,0.0653923541247484,False,False,True,False,False,False,False
0,2.135056481245541e-151,52,48,0.1744321977287909,False,False,True,False,False,False,False
0,0.0,50,39,0.1631874749096748,False,False,True,False,False,False,False
0,0.0,49,36,0.0459870027732935,False,True,False,False,False,False,False
0,1.4272772998237994e-46,53,44,0.2896307348004476,False,False,False,True,False,False,False
0,0.0,50,36,0.0308262834627419,False,False,False,False,False,False,False
0,1.1438117256584312e-50,55,36,0.3916194076874606,False,False,False,True,False,False,False
0,0.0,53,47,0.1352960365356385,False,False,True,False,False,False,False
0,1.0,47,41,0.4208025343189018,True,False,False,False,False,False,False
0,0.0,55,42,0.0367365859311623,False,False,False,False,False,False,True
0,1.0,47,36,0.4456596035543404,False,True,False,False,False,False,False
0,0.0,58,52,0.0426301028357743,False,False,False,False,False,False,False
1,0.0,53,41,0.0617019453252206,False,False,True,False,False,False,False
0,0.0,52,45,0.1124002364765001,True,False,False,False,False,False,False
0,0.0,50,36,0.0956426648721399,False,False,False,True,False,False,True
0,4.5692531455713206e-157,42,36,0.4086920183869619,False,False,False,True,False,False,False
0,0.0,43,39,0.1998036327933235,True,False,False,False,False,False,False
0,0.0,57,46,0.0812143227815256,False,False,True,False,False,False,False
0,3.4565092398825335e-38,52,43,0.4253369272237197,False,False,True,False,False,False,False
0,1.0,47,37,0.4615146831530139,False,False,False,True,False,False,False
0,0.0,44,38,0.100263852242744,True,False,False,False,False,False,False
0,0.0,53,36,0.1278214884560815,False,True,False,False,False,False,False
0,1.0,45,40,0.2459646425826287,False,True,False,False,False,False,False
0,1.0,63,36,0.4176959919334509,False,False,False,False,False,False,False
0,0.0,39,27,0.1940370668815471,False,False,False,True,False,False,False
1,0.0,48,38,0.0838629283489096,False,False,False,True,False,False,False
0,0.0,51,42,0.1251660026560425,False,False,False,False,False,False,False
0,0.0,54,34,0.1055875653222564,False,False,True,False,False,False,False
0,2.965752276093465e-137,59,36,0.1921073401736385,False,False,False,True,False,False,False
1,0.0,59,53,0.0353828693504239,False,True,False,False,False,False,False
1,1.0,48,38,0.270497803806735,False,False,False,True,False,False,False
0,1.0,41,32,0.7186666666666667,False,False,False,True,False,False,False
0,0.0,55,50,0.1458409673873213,False,False,False,False,False,False,False
0,0.9999999999999933,47,36,0.2510749672836044,False,False,False,False,False,False,False
0,0.0,41,24,0.1391202220798633,False,False,True,False,False,False,False
0,0.0,40,28,0.0624971087569968,False,False,True,False,False,False,False
0,0.0,68,56,0.1378066378066378,False,False,False,False,False,False,False
0,0.0,50,31,0.0705971935168062,True,False,False,False,False,False,True
0,1.0,47,41,0.451975051975052,False,True,False,False,False,False,False
0,1.0,53,47,0.6680594243268339,False,False,False,True,False,False,False
0,1.0,42,36,0.6074582924435721,True,False,False,False,False,False,False
0,1.0,48,38,0.2109403810694529,True,False,False,False,False,False,False
0,0.0,49,38,0.1173643741990602,False,False,False,False,False,False,False
0,0.0,44,35,0.0324112367123119,False,False,False,False,False,False,True
0,1.1047397794188577e-21,43,34,0.4021909233176838,False,False,False,True,False,False,False
0,1.0,56,43,0.5788920056100981,False,False,True,False,False,False,False
0,9.473994921483357e-32,59,36,0.2727272727272727,False,False,False,False,False,False,False
0,0.0,46,36,0.0863678576665526,False,True,False,False,False,False,False
0,5.343222184805626e-272,47,41,0.2983917288914417,False,False,False,True,False,False,False
0,2.2470181972474337e-05,50,40,0.3686786296900489,True,False,False,False,False,False,False
0,1.0,51,43,0.7528604118993135,False,False,False,True,False,False,False
0,1.0,47,36,0.8770949720670391,False,False,False,True,False,False,False
0,4.899786432471292e-91,58,47,0.4316087880935507,False,False,False,True,False,False,False
1,0.0,46,33,0.0181046247156937,False,False,True,False,False,False,False
0,1.0,53,47,1.518459292219982,False,True,False,False,False,False,False
0,0.0,45,36,0.1002834645669291,False,False,False,False,False,False,False
0,0.9999999994843123,52,45,0.2070714605400566,False,False,False,True,False,False,False
1,1.0,53,36,0.235678704856787,False,False,True,False,False,False,False
0,0.0,50,45,0.0435739946691389,False,False,True,False,False,False,True
0,0.0,41,36,0.1534143105032152,True,False,False,False,False,False,False
0,0.0,45,36,0.10625,True,False,False,False,False,False,False
0,0.0,53,42,0.0895043296506419,False,False,True,False,False,False,False
0,1.0,67,56,0.5525615435795076,False,False,False,True,False,False,False
0,0.0,57,36,0.0729391232932963,True,False,False,False,False,False,True
0,1.0,59,36,0.2976758045292014,True,False,False,False,False,False,False
0,1.689430543535618e-290,45,34,0.2403396291803846,True,False,False,False,False,False,False
0,0.0,51,36,0.1119214838825859,False,False,True,False,False,False,False
0,1.0,59,54,0.643598615916955,False,False,False,True,False,False,False
0,1.0,53,45,0.4443786982248521,False,True,False,False,False,False,False
0,0.0,47,36,0.0684449861703623,False,True,False,False,False,False,False
0,0.0,49,38,0.1048211508553654,False,False,False,False,False,False,False
0,6.34740597886841e-42,49,33,0.1731443134756291,False,False,True,False,False,False,False
0,1.0,60,55,0.8523951887645137,False,False,False,True,False,False,False
0,0.0,50,36,0.13148049171566,False,False,False,True,False,False,False
0,0.0,41,31,0.0749108777338857,False,False,False,False,False,False,False
0,0.0,57,47,0.1250342184505885,False,False,True,False,False,False,False
0,0.0,43,27,0.0504787409662863,False,False,True,False,False,False,False
0,1.0,57,47,0.2790294627383015,False,False,False,True,False,False,False
0,0.0,54,41,0.0867450907743608,False,False,False,False,False,False,False
0,1.0,51,44,0.4868077703682226,False,False,False,True,False,False,False
0,4.132078506807259e-165,47,34,0.1662242866622428,False,False,False,True,False,False,False
0,0.0,41,36,0.0737893927747886,False,False,False,False,False,False,False
0,0.0,53,43,0.0891234063319709,False,False,True,False,False,False,False
1,1.0,68,52,0.5284015852047557,False,False,False,True,False,False,False
0,0.0,59,36,0.1814254859611231,False,True,False,False,False,False,False
0,1.0,48,36,0.3360438729198184,False,False,True,False,False,False,False
0,0.0,44,32,0.1144514767932489,False,True,False,False,False,False,False
0,0.0,48,41,0.1205495041456673,False,False,True,False,False,False,False
0,0.0,47,33,0.0307103951790474,False,True,False,False,False,False,True
0,0.0,47,32,0.0385328543284273,False,True,False,False,False,False,True
0,0.0,43,35,0.1168917633631348,False,False,False,True,False,False,True
1,1.0,55,43,0.6160050059097546,False,False,False,True,False,False,False
1,1.0,59,46,0.586803865674755,False,True,False,False,False,False,False
0,1.0,63,56,0.5536464299350897,True,False,False,False,False,False,False
0,0.0,58,53,0.0946859507518334,False,False,False,False,False,False,False
0,1.0,53,36,0.5797223390828776,False,False,False,True,False,False,False
0,0.0,59,40,0.0299281492641094,False,False,True,False,False,False,True
0,0.0,52,47,0.137380479884539,False,False,False,False,False,False,False
0,0.0,48,36,0.1201889433170049,False,True,False,False,False,False,False
0,0.0,43,36,0.0814602504148438,True,False,False,False,False,False,False
0,0.9999999999974614,48,36,0.4799688837028393,False,False,False,True,False,False,False
0,1.0,43,31,0.2767687251340598,False,False,False,True,False,False,False
0,0.0,44,30,0.1467225609756097,False,True,False,False,False,False,False
0,0.0,41,35,0.0391992119596708,False,False,True,False,False,False,False
0,0.0,44,38,0.1389413139210928,False,False,False,True,False,False,True
0,1.0,50,43,0.8562197092084006,True,False,False,False,False,False,False
0,1.0,60,36,0.7569262937794041,False,False,False,True,False,False,False
0,4.889816354389041e-196,44,24,0.3310758009898411,False,False,True,False,False,False,False
0,1.0,48,39,0.5782505910165484,True,False,False,False,False,False,False
0,1.0,44,27,0.7766112772022526,False,False,False,True,False,False,False
0,0.0,41,28,0.0358120766681077,False,False,True,False,False,False,False
0,1.0,45,32,1.0206493777376069,False,True,False,False,False,False,False
0,0.0,47,34,0.1194696642167459,False,False,False,True,False,False,True
0,1.0,51,36,0.4404378622021893,False,False,False,True,False,False,False
0,0.0,51,44,0.0352879823849808,False,False,False,False,False,False,False
1,1.0,60,50,0.4880762010707085,True,False,False,False,False,False,False
0,0.0,57,46,0.0803349054104181,False,False,True,False,False,False,False
0,5.438141097792181e-147,41,29,0.2515844056078356,False,False,False,False,False,False,False
0,0.0,44,36,0.0983579181742276,False,False,True,False,False,False,False
0,2.8919339135052917e-185,43,37,0.3413830954994512,False,True,False,False,False,False,False
0,4.923116404162977e-246,55,48,0.1705968633645492,False,True,False,False,False,False,False
1,1.0048412833708997e-163,52,36,0.4464189553042542,False,False,True,False,False,False,False
0,0.0,44,33,0.0324487194344651,False,False,True,False,False,False,False
0,0.0,41,30,0.135590168362294,True,False,False,False,False,False,False
0,0.0,44,34,0.0641542669077087,False,False,True,False,False,False,False
1,0.0,53,33,0.285764253235397,False,False,False,True,False,False,False
0,1.0,39,36,0.3974188650597836,False,False,True,False,False,False,False
1,1.0,49,45,0.5666411736077314,True,False,False,False,False,False,False
1,7.382048934311085e-11,45,36,0.1505757307351638,False,False,False,True,False,False,False
0,1.0,54,46,0.694752774974773,False,False,True,False,False,False,False
0,6.414647907582041e-152,49,43,0.2568353067814855,False,False,True,False,False,False,False
0,1.0,46,36,0.5879396984924623,False,False,False,False,False,False,False
1,1.0,46,30,0.2870597870597871,False,False,False,False,False,False,False
0,0.0,47,38,0.0830829891100262,False,True,False,False,False,False,False
0,0.0,44,36,0.185957502969513,False,True,False,False,False,False,False
0,1.0,50,31,0.4186765615337044,False,False,False,False,False,False,False
0,1.0,73,36,0.3949429402550906,True,False,False,False,False,False,False
0,1.0,56,46,0.4096219931271477,True,False,False,False,False,False,False
1,9.356701821090822e-215,59,48,0.1899889380530973,True,False,False,False,False,False,False
0,1.0,70,56,0.3773062730627306,False,False,False,True,False,False,False
0,1.0,55,36,0.7366412213740458,False,False,False,True,False,False,False
0,0.0,43,36,0.0603888540453364,False,True,False,False,False,False,False
0,1.0,45,39,0.4580274497286945,False,False,False,False,False,False,False
0,1.0,45,35,0.3731638418079096,True,False,False,False,False,False,False
0,2.9951127762526227e-102,40,23,0.211587982832618,True,False,False,False,False,False,False
0,0.0,36,22,0.0371711669950168,False,False,True,False,False,False,False
1,1.0,59,40,0.4790377529027324,True,False,False,False,False,False,False
0,0.0,43,35,0.0395556648630923,False,True,False,False,False,False,False
0,1.0,46,36,0.6228779304769604,False,False,False,True,False,False,False
0,1.0,41,32,0.2412734944380514,True,False,False,False,False,False,False
0,3.7025162071209034e-90,51,46,0.2571538313808335,False,False,False,True,False,False,False
0,0.0,51,25,0.1058662741799831,False,False,False,True,False,False,False
0,1.2662747763047913e-95,43,23,0.4352055224348917,False,False,False,False,False,False,False
1,1.0,64,53,0.2863107664777811,True,False,False,False,False,False,False
0,1.0,54,38,0.488646288209607,False,True,False,False,False,False,False
0,1.0,48,43,0.3110437582875545,True,False,False,False,False,False,False
0,0.0,40,29,0.0585518789984324,False,True,False,False,False,False,False
0,1.0,57,45,0.4736639753940792,True,False,False,False,False,False,False
0,1.0,45,40,0.2423385195662423,False,False,True,False,False,False,False
0,0.0,41,36,0.1362560717399427,False,False,True,False,False,False,False
0,1.0,42,31,0.5049792531120332,False,False,False,True,False,False,False
1,1.0,45,36,0.2187591884739782,False,True,False,False,False,False,False
0,1.0,42,23,0.7141592920353982,False,False,False,True,False,False,False
0,0.0,47,30,0.0988010406062662,False,False,True,False,False,False,False
0,1.0,48,42,0.2719923918212078,True,False,False,False,False,False,False
0,0.0,43,37,0.0456310117047166,False,False,True,False,False,False,True
0,0.0,41,36,0.0635589538621948,False,False,True,False,False,False,False
0,1.0,54,44,0.3070554355651548,True,False,False,False,False,False,False
1,0.9999999998952362,54,44,0.149163111256974,False,False,False,False,False,False,False
0,1.0,61,52,0.8281728479074515,True,False,False,False,False,False,False
0,1.0,61,48,0.3498694516971279,False,False,True,False,False,False,False
1,0.0,48,36,0.03686500036865,False,False,False,False,False,False,False
0,0.0,45,36,0.3408138839018552,False,False,False,True,False,False,False
1,0.0,54,40,0.3155608214849921,False,False,False,False,False,False,False
0,1.0,54,46,0.99,False,False,False,False,False,False,False
0,0.0,44,37,0.0875154681699436,False,True,False,False,False,False,False
0,1.0,50,36,0.5267750892502975,False,False,False,False,False,False,False
0,0.0,55,36,0.0961222377792658,False,True,False,False,False,False,False
0,0.0,48,36,0.0717018671564126,True,False,False,False,False,False,False
0,0.0,45,33,0.0753294857438194,False,True,False,False,False,False,False
0,1.0,60,36,0.4340140201158183,True,False,False,False,False,False,False
0,1.0,55,47,0.649547803617571,True,False,False,False,False,False,False
0,1.0,62,52,0.5886939571150097,True,False,False,False,False,False,False
0,1.0,38,30,0.8753389418062991,False,False,False,True,False,False,False
0,0.0,46,39,0.1398430873621713,True,False,False,False,False,False,False
0,0.0,50,45,0.0635292542509037,False,False,False,False,False,False,True
0,1.0,45,36,0.6024313372354795,False,True,False,False,False,False,False
0,1.0,47,37,0.2711568661664631,False,True,False,False,False,False,False
0,0.0,48,33,0.0391122957468999,False,True,False,False,True,False,False
0,1.0,35,22,0.24251968503937,False,True,False,False,False,False,False
0,0.0,51,42,0.0692787250732835,False,False,False,False,False,False,False
0,4.078388588364546e-150,36,24,0.1340112701599844,False,False,False,False,False,False,False
0,0.0,47,36,0.0564773304986828,False,False,True,False,False,False,False
0,0.0,52,37,0.1056178230076325,False,False,False,False,False,False,False
0,0.0,43,36,0.144568360181743,False,False,False,True,False,False,False
0,1.1347570992507816e-71,63,36,0.2097064110245656,True,False,False,False,False,False,False
0,1.0,61,54,0.8595297029702971,False,True,False,False,False,False,False
0,0.0,53,40,0.0619376438585478,False,True,False,False,False,False,False
0,1.0,53,47,0.7586081913736861,False,False,False,True,False,False,False
1,0.0,57,38,0.0821917808219178,False,False,False,False,False,False,False
0,0.0,38,31,0.1044797379104052,False,False,False,False,False,False,False
0,0.0,53,43,0.2315729483282674,False,True,False,False,False,False,False
0,1.0,63,54,0.7148760330578512,False,False,False,True,False,False,False
0,5.823892848685647e-207,49,43,0.3627034677990092,False,False,False,True,False,False,False
0,0.0,45,34,0.0930659849816264,False,False,True,False,False,False,False
0,1.0,67,56,0.363002042205582,True,False,False,False,False,False,False
0,0.0,48,37,0.0325066635763124,False,False,True,False,False,False,True
0,0.0,51,38,0.1122512437810945,False,False,False,True,False,False,False
0,0.0,52,40,0.0357515355197589,False,False,True,False,False,False,True
0,1.0122100053754598e-130,55,35,0.4221487603305785,False,False,False,False,False,False,False
0,1.0,34,26,0.5644716692189893,False,True,False,False,False,False,False
0,1.0,56,36,0.2891905313689786,False,False,False,False,False,False,False
0,1.0,44,36,0.5085041430440471,False,False,False,True,False,False,False
0,0.0,47,36,0.0989626091499365,False,False,True,False,False,False,False
0,4.2054067701615516e-73,46,38,0.3750289552930275,False,False,False,True,False,False,False
0,1.0,43,29,0.3804026050917702,True,False,False,False,False,False,False
0,0.0,50,36,0.227853152434158,False,False,False,True,False,False,False
0,1.0,38,30,0.4632152588555858,False,False,False,True,False,False,False
0,1.931463473804196e-163,53,45,0.303082685105157,False,False,False,True,False,False,False
0,0.0,43,31,0.047166531463669,False,False,False,False,False,False,True
0,1.0,53,36,0.5253623188405797,False,False,False,False,False,False,False
0,1.1612849165950916e-43,56,38,0.534522885958107,False,False,False,True,False,False,False
1,0.0,54,44,0.3432115782219159,True,False,False,False,False,False,False
0,6.119482321565164e-14,57,39,0.5065645514223195,False,False,False,True,False,False,False
0,1.0,62,53,0.6571978815599422,False,False,False,True,False,False,False
0,3.454165312298468e-41,46,40,0.2737430167597765,False,False,False,True,False,False,False
0,1.2172220608352503e-163,49,44,0.2023276633840644,False,True,False,False,False,False,False
0,1.0,52,42,0.4467228121567191,False,False,True,False,False,False,False
1,1.0,58,36,0.4971146492386846,True,False,False,False,False,False,False
0,0.0,54,36,0.1566990052806091,False,False,True,False,False,False,False
0,0.0,49,39,0.0320431104415343,False,False,False,False,False,False,False
0,1.0,58,47,0.6634725948639325,False,False,False,True,False,False,False
0,3.7751373201546684e-135,52,45,0.1896392229417206,False,True,False,False,False,False,False
0,0.0,41,33,0.0826526130873957,False,True,False,False,False,False,False
0,1.0,62,50,0.5428646795040887,False,False,False,True,False,False,False
0,1.0,54,39,0.613619541080681,False,False,False,True,False,False,False
0,1.0,40,35,0.5221135029354207,False,False,False,True,False,False,False
0,1.0,43,26,0.6118895966029724,False,False,True,False,False,False,False
0,1.0,53,42,0.2571267816954238,True,False,False,False,False,False,False
0,1.0,55,49,1.3797643797643795,True,False,False,False,False,False,False
0,0.0,46,39,0.11898333488502,False,True,False,False,False,False,False
0,3.74829582019213e-69,41,25,0.2171843687374749,False,True,False,False,False,False,False
0,0.0,49,32,0.0715669393026259,False,True,False,False,False,False,False
0,1.0,61,56,0.3199641897940913,False,False,False,False,False,False,False
0,0.0,46,38,0.0484413025843087,False,False,True,False,False,False,False
0,1.0,50,43,1.0004866856705834,False,False,False,True,False,False,False
0,1.0,40,24,0.6287328490718321,False,False,True,False,False,False,False
0,0.0,51,46,0.0520048673079151,False,False,False,False,False,False,False
0,1.645518479464584e-56,50,44,0.3817870884993587,True,False,False,False,False,False,False
0,1.0,47,36,0.4031548055759354,False,False,False,True,False,False,False
0,0.0,43,39,0.0946172972246488,False,False,False,False,False,False,False
0,1.0,36,36,1.1627764127764129,True,False,False,False,False,False,False
0,1.3548997932632498e-25,47,34,0.364702154626109,False,False,False,True,False,False,False
0,1.0,46,41,0.3201264488935721,False,False,False,True,False,False,False
0,0.0,46,36,0.0631114715871648,False,False,False,False,False,False,False
0,0.0,52,36,0.0485035211267605,False,True,False,False,False,False,False
0,0.0,43,36,0.172468938368803,True,False,False,False,False,False,False
0,2.0576710287416106e-114,40,27,0.2825913089842709,False,False,False,True,False,False,False
0,1.0,54,36,0.9153074027603512,False,False,False,True,False,False,False
0,1.0,55,43,0.5667574931880109,False,False,False,True,False,False,False
0,0.0,49,44,0.0790398769636383,False,False,False,False,False,False,False
0,1.0,45,34,0.4358891752577319,True,False,False,False,False,False,False
0,1.0,49,41,0.4875311720698254,True,False,False,False,False,False,False
0,0.0,63,36,0.0710593789426559,False,False,True,False,False,False,False
0,0.0,40,36,0.0823355220805974,False,False,False,True,True,False,False
0,0.0,41,33,0.1062515242663198,False,False,False,True,False,False,True
0,1.0,37,26,0.5175685172171469,False,False,True,False,False,False,False
0,1.0315944706222807e-288,58,49,0.1844094809971393,False,False,False,False,False,False,False
0,0.0,55,36,0.196515004840271,False,True,False,False,False,False,False
0,1.0,53,48,0.5473321858864028,False,False,False,True,False,False,False
0,0.0,57,40,0.115416120576671,False,False,True,False,False,False,False
1,0.0,43,30,0.1147366554353608,False,False,True,False,False,False,False
0,0.0,58,46,0.1272328110966969,False,True,False,False,False,False,False
0,1.0,64,56,0.5733634311512416,False,False,False,True,False,False,False
0,1.0,54,44,0.8396645288603848,False,False,False,True,False,False,False
0,3.401104907682186e-131,53,47,0.1973911676881974,False,True,False,False,False,False,False
0,1.0,39,25,0.8107142857142857,False,False,False,True,False,False,False
0,3.965781674419549e-183,56,36,0.1762410578799046,False,True,False,False,False,False,False
0,3.0099605254062086e-266,54,49,0.1665955631399317,False,False,False,True,False,False,False
0,1.0,59,46,1.008230452674897,True,False,False,False,False,False,False
0,0.0,42,36,0.120220856339202,True,False,False,False,False,False,False
0,0.0,42,28,0.0577618608609318,False,True,False,False,False,False,True
0,0.0,43,39,0.0493360160965794,False,False,True,False,False,False,False
0,1.0,55,49,0.4580814717477004,False,False,False,False,False,False,False
0,1.0,52,37,0.4167581412367362,False,False,True,False,False,False,False
0,0.0,46,27,0.0839527423519286,True,False,False,False,False,False,False
1,7.223607130569314e-185,57,40,0.2198969735994848,False,False,False,False,False,False,False
